ID,n_points_used,r_min,r_max,v_max,model_chosen,delta_BIC,delta_BIC_raw,delta_BIC_chi,bic_status,s_frac,chi2_red,R2,AIC,AICc,BIC,Qexp,ring_A,ring_r,ring_sigma,DW,rho_AR1,BP_pvalue,conservative_sigma,resid_ar1_flagged,rmse_holdout,mae_holdout,r2_holdout,delta_rmse_in,delta_rmse_holdout,bound_hits_chosen,bound_hits_f7,bound_hits_f10,fit_status
GC06446,17,0.58,10.22,84.9,LCDM-NFW,-6.585206175469466,-6.585206175469466,-0.4696152027504681,both_finite,0.0,0.23234245512990126,0.9675964982484204,38.466335008826164,41.7996683421595,41.799188385051025,nan,nan,nan,nan,1.170253099938009,0.16663484022461678,0.2540031984436826,True,False,nan,nan,nan,0.0,nan,0,0,1,OK
GC06614,13,3.23,64.59,205.0,LCDM-NFW,-4.216794119759761,-4.216794119759761,-0.40381503163021826,both_finite,0.0,0.15605306798505333,0.8692984877116992,50.49896549330829,55.49896549330829,52.758762923154435,nan,nan,nan,nan,0.6820571498511602,0.6820108905792087,0.016085948269598502,True,True,nan,nan,nan,0.0,nan,1,1,1,OK
GC1090,24,0.35,30.09,176.0,LCDM-ISO,-14.348687659754972,-14.348687659754972,0.6508447152150652,both_finite,0.023999023437500003,1.0000228355724965,0.9696660740837753,99.86718442396841,101.97244758186315,104.57939974536019,nan,nan,nan,nan,0.9249896646985332,0.48894156661300125,0.0008907854752630791,False,True,nan,nan,nan,-2.3620814496654585,nan,0,0,0,OK
DO170,8,1.87,12.33,62.2,LCDM-NFW,-8.845901517446173,-8.845901517446173,0.6579831315546265,both_finite,0.049554443359375,0.999997729332273,0.9585681959714051,20.63925017662445,33.972583509957786,20.957016343343795,nan,nan,nan,nan,1.163277719300496,0.11570386854119899,0.0767218446270128,False,False,nan,nan,nan,0.0,nan,1,1,1,OK
GC06628,7,1.1,7.69,42.3,LCDM-NFW,2.5549261078795595,2.5549261078795595,0.37922343669314884,both_finite,0.0,0.28696608750699654,0.6868453952836304,22.907037019429488,42.90703701942949,22.690677615650742,nan,nan,nan,nan,1.117060432259576,0.14983783694803338,0.9303327628690179,True,False,nan,nan,nan,0.0,nan,1,1,2,OK
GC06667,9,0.87,7.85,85.7,LCDM-ISO,-16.95236598526148,-16.95236598526148,-3.254265587724344,both_finite,0.0,0.29376155856421216,0.995017132993308,13.899867689300464,23.899867689300464,14.688765998645344,nan,nan,nan,nan,1.1493126817809984,0.40466477098813525,0.4838891571381201,True,True,nan,nan,nan,-2.171446200900962,nan,1,1,1,OK
GC06786,45,0.16,34.05,229.0,LCDM-NFW,9.622341752156785,9.622341752156785,0.2863399689130901,both_finite,0.0,0.6168141614092022,0.4897696063669704,228.14529953304557,229.14529953304557,235.37194949212684,nan,nan,nan,nan,0.8822304262096364,0.4949047471928084,0.14968478771269653,True,True,nan,nan,nan,0.0,nan,0,0,1,OK
GC1705,14,0.22,6.0,73.2,LCDM-NFW,-1.762783584669986,-1.762783584669986,-0.0633908775770653,both_finite,0.0,0.07918109584202325,0.9152140964008505,23.494925097338125,27.93936954178257,26.05115441579916,nan,nan,nan,nan,2.4436559240511038,-0.3657254071160438,0.043867145798742874,True,True,nan,nan,nan,0.0,nan,0,0,1,OK
GC06787,71,0.12,37.19,276.0,LCDM-NFW,-3.5983100791289075,-3.5983100791289075,-0.0525872321263563,both_finite,0.03948974609375,1.0000134735371484,0.6032550119738134,357.67469111036894,358.28075171642956,366.7254106185342,nan,nan,nan,nan,0.29891691594880626,0.8537535621584053,0.07802678728154958,False,True,nan,nan,nan,0.0,nan,1,1,0,OK
SO079-G014,15,0.41,16.67,178.0,LCDM-ISO,-12.942749509522685,-12.942749509522685,4.929634784442911,both_finite,0.024682617187500006,0.999979438588054,0.9834579273045485,63.97002152906805,67.97002152906805,66.80222233347689,nan,nan,nan,nan,0.6626682922692516,0.6227771454864884,0.017647149349708215,False,True,nan,nan,nan,-3.484977409597099,nan,0,2,0,OK
GC06818,8,0.87,6.98,74.4,LCDM-NFW,-9.487133362569047,-9.487133362569047,1.0835209765839817,both_finite,0.17770996093750002,1.0000181319980972,0.8379821447656863,40.995682288566556,54.32901562189989,41.3134484552859,nan,nan,nan,nan,0.5371349083202213,0.737029297416494,0.17606708069100832,False,True,nan,nan,nan,0.0,nan,2,2,0,OK
GC06917,11,1.74,10.47,111.0,LCDM-NFW,-9.45498587046832,-9.45498587046832,-3.29754555017373,both_finite,0.0,0.7766756402958326,0.9698632984869643,29.869813852186574,36.53648051885324,31.461394943380057,nan,nan,nan,nan,0.6279476673464307,0.5291722089335211,0.012862754666927743,True,True,nan,nan,nan,0.0,nan,1,1,0,OK
GC06923,6,0.93,5.16,81.1,LCDM-NFW,-1.5524341738546958,-1.5524341738546958,-0.2574949042995609,both_finite,0.0350341796875,0.9999071505925872,0.954672533374648,22.09577771981781,62.09577771981781,21.262815596730032,nan,nan,nan,nan,1.7657363077556862,0.05205266234110925,0.5200546037645334,False,False,nan,nan,nan,0.0,nan,1,1,0,OK
GC2366,26,0.12,6.06,53.7,LCDM-ISO,-23.622685928218175,-23.622685928218175,9.530291118957408,both_finite,0.0,0.8318071133246114,0.9616938149794658,55.458910747111865,57.36367265187377,60.49129689919779,nan,nan,nan,nan,0.34561277893322284,0.8463720117000657,0.0004438647636361972,True,True,nan,nan,nan,-1.4324130739160896,nan,1,2,1,OK
GC06930,10,1.74,16.61,109.0,LCDM-NFW,-7.436267706795363,-7.436267706795363,-1.0957673822674447,both_finite,0.0,0.3745429110554738,0.9422779941003026,34.996195834456415,42.996195834456415,36.2065362064326,nan,nan,nan,nan,1.5189806344883976,-0.20149293102803703,0.08133420151011432,True,False,nan,nan,nan,0.0,nan,0,0,0,OK
SO116-G012,15,0.25,9.86,112.0,LCDM-ISO,-14.359537976089584,-14.359537976089584,2.38161426468422,both_finite,0.011138916015625002,1.0000046581214692,0.9898890757409846,39.498560646181105,43.498560646181105,42.33076145058995,nan,nan,nan,nan,1.355976142729527,0.23301589070101905,0.06195714115034083,False,False,nan,nan,nan,-1.7542170434214053,nan,0,1,0,OK
GC06973,9,1.74,7.85,180.0,LCDM-NFW,1.1957292363679954,1.1957292363679954,0.0882729206324786,both_finite,0.0,0.4346888779673061,0.5941218927360197,23.01181774177773,33.01181774177773,23.800716051122606,nan,nan,nan,nan,1.9603893213981296,-0.04034787202393872,0.36277605961786374,True,False,nan,nan,nan,0.0,nan,1,1,1,OK
GC06983,17,1.74,15.68,113.0,LCDM-NFW,-4.0861596507283195,-4.0861596507283195,-2.0540660497503325,both_finite,0.0,0.7768967649332937,0.8584006731995687,62.37679217760449,65.71012551093783,65.70964555382936,nan,nan,nan,nan,1.1446247647661476,0.009595750258454551,0.10553741247529701,True,False,nan,nan,nan,0.0,nan,0,0,0,OK
SO444-G084,7,0.26,4.44,63.1,LCDM-NFW,-6.966099550599434,-6.966099550599434,-0.8924363951043421,both_finite,0.0141845703125,1.0000009769448328,0.9773791748307281,19.662971579499267,39.66297157949927,19.44661217572052,nan,nan,nan,nan,0.8348471237223868,0.18926176789706498,0.16288357651526514,False,False,nan,nan,nan,0.0,nan,1,1,1,OK
GC07089,12,0.87,9.16,79.1,LCDM-ISO,-12.633970542232206,-12.633970542232206,-2.4412418826221423,both_finite,0.0,0.1435100864544545,0.9924534385650682,17.981463547069993,23.695749261355708,19.921090146221992,nan,nan,nan,nan,1.9211169620155364,0.0008337649419965087,0.31414308646270545,True,False,nan,nan,nan,-1.0501755087771212,nan,0,2,0,OK
GC07125,13,1.44,18.68,65.6,LCDM-ISO,-11.47270341988321,-11.47270341988321,-3.8670119120039548,both_finite,0.0,0.5680277318609429,0.9814063937279401,19.287907177231695,24.287907177231695,21.54770460707784,nan,nan,nan,nan,1.120666498588011,0.3931366656764122,0.5913122876959656,True,True,nan,nan,nan,-0.8562036500647858,nan,0,0,0,OK
GC07151,11,0.5,5.5,76.2,LCDM-NFW,-5.526012545492687,-5.526012545492687,1.7520408596798873,both_finite,0.08885498046875001,0.9999590884233741,0.9596586090684229,32.374651331855624,39.04131799852229,33.96623242304911,nan,nan,nan,nan,0.6407999185683868,0.31512315017997655,0.010043121852987261,False,True,nan,nan,nan,0.0,nan,1,1,0,OK
GC07232,4,nan,nan,nan,NA,nan,nan,nan,both_fail,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,0,0,0,too_few_points
GC2403,73,0.16,20.87,136.0,LCDM-NFW,20.78563471566642,20.78563471566642,5.200697299562222,both_finite,0.030084228515625,1.0000689490434247,0.9831332669333013,187.09593021990307,187.68416551402072,196.25776798449664,nan,nan,nan,nan,0.15165982588409363,0.9219888378404704,0.00039419147070325096,False,True,nan,nan,nan,0.0,nan,0,0,0,OK
GC07261,7,0.95,6.67,76.1,LCDM-NFW,-1.1616874253972496,-1.1616874253972496,-0.015228302825851081,both_finite,0.0,0.03319536581942086,0.994800853323337,2.4994349452814104,22.49943494528141,2.2830755415026633,nan,nan,nan,nan,2.3796994118748804,-0.20332808887029455,0.7807872978095508,True,False,nan,nan,nan,0.0,nan,0,0,0,OK
GC07323,10,0.58,5.82,85.6,LCDM-ISO,-19.840517730666758,-19.840517730666758,-2.8858495817158776,both_finite,0.0,0.2762416364435628,0.9940413017558883,17.43806837569526,25.43806837569526,18.648408747671443,nan,nan,nan,nan,1.1424233482209023,0.2398835685131901,0.2365539221197256,True,False,nan,nan,nan,-2.7198696899505097,nan,0,2,0,OK
SO563-G021,30,0.45,42.41,321.0,LCDM-ISO,-26.139422566782116,-26.139422566782116,8.825511028423186,both_finite,0.09942626953125001,1.000015228748394,0.934681303236093,199.0565926698305,200.6565926698305,204.66138219647914,nan,nan,nan,nan,0.49598940052259005,0.7538894037998628,0.05115807237463318,False,True,nan,nan,nan,-13.18527744387205,nan,0,1,1,OK
561-1,6,1.61,9.66,50.4,LCDM-NFW,-2.4272647373138483,-2.4272647373138483,-0.09045076606763303,both_finite,0.0,0.584248067012866,0.8275508913397718,24.494585157270766,64.49458515727076,23.661623034182988,nan,nan,nan,nan,1.0939653506100764,0.013664383759015374,0.12120707676265974,True,False,nan,nan,nan,0.0,nan,1,1,1,OK
GC07399,10,0.61,6.13,106.0,LCDM-NFW,-9.8480128694974,-9.8480128694974,-4.235982480057814,both_finite,0.0177978515625,0.9999430648025921,0.9797927227098507,25.35214935386445,33.35214935386445,26.562489725840635,nan,nan,nan,nan,1.1315093494216955,0.0946687195096513,0.09756751655891745,False,False,nan,nan,nan,0.0,nan,1,1,1,OK
